Tramo,Año,Descripción,Unidad,Fecha,Inicio (km),Fin (km),Metrado
km 146+500 - 146+520,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-03-26,142+000,164+900,14
km 146+500 - 146+520,2022,Limpieza Residuos Sólidos / Basuras,m2,2022-04-27,140+600,147+100,220
km 146+500 - 146+520,2022,Desbroce Manual T2,m2,2022-05-17,146+500,147+000,3000
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-05-17,146+500,146+700,200
km 146+500 - 146+520,2022,Limpieza de Placas de Señalización Vertical T2,m2,2022-05-17,146+500,147+000,5.0625
km 146+500 - 146+520,2022,Limpieza de Placas de Señalización Vertical T2,m2,2022-05-17,146+500,147+000,0.96
km 146+500 - 146+520,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-05-17,146+500,146+700,113.33333333333333
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-06-14,103+200,203+400,100
km 146+500 - 146+520,2022,Limpieza de carril/pista y bermas T2,m2,2022-06-29,141+480,162+140,660
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-07-07,146+380,146+510,150
km 146+500 - 146+520,2022,Repintado de delineador T2,und,2022-08-26,146+490,146+515,4
km 146+500 - 146+520,2022,Repintado de delineador T2,und,2022-09-09,82+190,182+224,4
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-09-14,142+350,147+800,500
km 146+500 - 146+520,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-09-14,142+350,147+800,283.3333333333333
km 146+500 - 146+520,2022,Desbroce Manual T2,m2,2022-09-15,16+000,160+400,2400
km 146+500 - 146+520,2022,Reposición de Señalización Vertical T2,m2,2022-10-21,143+384,153+384,0.5625
km 146+500 - 146+520,2022,Desbroce Manual T2,m2,2022-10-25,146+000,146+800,3200
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-10-25,146+000,146+800,800
km 146+500 - 146+520,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-10-25,146+000,146+800,453.3333333333333
km 146+500 - 146+520,2022,Limpieza Residuos Sólidos / Basuras,m2,2022-10-25,146+000,146+700,120
km 146+500 - 146+520,2022,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2022-11-28,146+520,146+520,6
km 146+500 - 146+520,2023,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2022-12-24,135+300,146+900,12
km 146+500 - 146+520,2023,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2022-12-24,141+132,146+900,10
km 146+500 - 146+520,2023,Limpieza Residuos Sólidos / Basuras,m2,2023-01-24,143+160,180+180,80
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-02-26,144+394,146+552,158
km 146+500 - 146+520,2023,Desbroce Manual T2,m2,2023-03-22,146+000,147+000,6000
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-03-22,146+000,147+000,1000
km 146+500 - 146+520,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-03-22,146+000,147+000,566.6666666666666
km 146+500 - 146+520,2023,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2023-05-04,140+770,158+000,14
km 146+500 - 146+520,2023,Pintura o Reaplicación por Aspersión T2,ml,2023-06-19,146+470,146+570,30
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-09-13,140+100,146+900,14
km 146+500 - 146+520,2023,Desbroce Manual T2,m2,2023-09-18,146+000,146+750,4500
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-09-18,146+000,146+750,750
km 146+500 - 146+520,2023,Limpieza de Placas de Señalización Vertical T2,m2,2023-09-18,146+000,147+000,2.8125
km 146+500 - 146+520,2023,Limpieza de Placas de Señalización Vertical T2,m2,2023-09-18,146+000,147+000,1.92
km 146+500 - 146+520,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-09-18,146+000,146+750,425
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-10-16,145+425,149+900,600
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-11-02,143+740,146+720,980
km 146+500 - 146+520,2023,Desbroce Manual T2,m2,2023-11-02,145+740,146+720,980
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-01-02,146+450,146+570,120
km 146+500 - 146+520,2024,Desbroce Manual T2,m2,2024-01-09,146+500,147+000,3000
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-01-09,146+500,146+800,300
km 146+500 - 146+520,2024,Limpieza de Juntas en Cunetas y Bermas,ml,2024-01-09,146+500,146+800,170
km 146+500 - 146+520,2024,Desbroce Manual T2,m2,2024-01-23,146+000,146+500,3000
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-01-23,146+000,146+500,500
km 146+500 - 146+520,2024,Limpieza de Juntas en Cunetas y Bermas,ml,2024-01-23,146+000,146+500,283.3333333333333
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-11,94+730,947+776,99
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-23,146+400,146+500,14
km 146+500 - 146+520,2024,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2024-04-13,146+510,146+514,12
km 146+500 - 146+520,2024,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2024-04-25,128+280,182+283,8
km 146+500 - 146+520,2024,Limpieza de Juntas en Cunetas y Bermas,#N/A,2024-04-29,145+460,154+510,28.333333333333332
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-05-15,15+120,151+215,15
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-15,141+000,246+000,450
km 146+500 - 146+520,2024,Desbroce Manual T2,m2,2024-06-24,146+000,147+000,6000
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-24,146+000,147+000,1000
km 146+500 - 146+520,2024,Limpieza de Juntas en Cunetas y Bermas,ml,2024-06-24,146+000,147+000,113.33333333333333
km 146+500 - 146+520,2024,Desbroce Manual T2,m2,2024-06-25,145+300,155+000,4200
km 146+500 - 146+520,2024,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2024-06-28,146+520,146+520,16
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-01-13,146+000,146+500,3000
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-01-13,146+000,146+500,500
km 146+500 - 146+520,2025,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2025-01-14,146+520,146+530,20
km 146+500 - 146+520,2025,Limpieza de carril/pista y bermas T2,m2,2025-01-15,146+520,146+600,160
km 146+500 - 146+520,2025,Reparación de Bache Superficial T2,m2,2025-01-15,146+520,146+540,10
km 146+500 - 146+520,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-01-29,141+450,241+455,5
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-02-05,145+800,155+000,1200
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-27,143+000,243+900,900
km 146+500 - 146+520,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-02-27,143+000,243+900,510
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-02-27,146+500,146+700,1200
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-27,146+500,146+700,200
km 146+500 - 146+520,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-02-27,146+500,146+700,113.33333333333333
km 146+500 - 146+520,2025,Limpieza de Postes de Señalización Vertical T2,und,2025-03-07,68+239,168+239,1
km 146+500 - 146+520,2025,Limpieza de Placas de Señalización Vertical T2,m2,2025-03-07,68+239,168+239,0.5625
km 146+500 - 146+520,2025,Remocion de Derrumbes T2,m3,2025-03-22,146+500,146+540,405
km 146+500 - 146+520,2025,Remocion de Derrumbes T2,m3,2025-03-23,146+500,146+540,390
km 146+500 - 146+520,2025,Remocion de Derrumbes T2,m3,2025-03-24,146+500,146+540,135
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-24,146+500,146+580,80
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-31,146+480,146+600,120
km 146+500 - 146+520,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-31,146+480,146+810,330
km 146+500 - 146+520,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-31,146+480,146+810,330
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-04-10,146+000,146+500,3000
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-10,146+000,146+500,500
km 146+500 - 146+520,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-04-10,146+000,146+500,283.3333333333333
km 146+500 - 146+520,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-04-10,146+000,146+500,60
km 146+500 - 146+520,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-30,146+000,147+000,1000
km 146+500 - 146+520,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-05-23,146+510,146+510,14
km 146+500 - 146+520,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-06-09,146+510,146+514,14
km 146+500 - 146+520,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-06-10,146+510,146+514,14
km 146+500 - 146+520,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-06-12,144+670,149+673,14
km 146+500 - 146+520,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-07-03,121+400,241+203,12
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-04,145+330,178+160,200
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-08-12,146+300,146+500,1200
km 146+500 - 146+520,2025,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2025-08-28,146+500,146+505,14
km 146+500 - 146+520,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-09-01,146+300,146+600,5
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-09-15,146+000,147+000,6000
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-09-15,146+000,146+800,800
km 146+500 - 146+520,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-09-15,146+000,146+800,453.3333333333333
km 146+500 - 146+520,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-09-19,146+000,147+000,300
km 146+500 - 146+520,2025,Limpieza de carril/pista y bermas T2,m2,2025-09-19,146+500,146+600,100
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-10-09,143+570,173+600,100
km 146+500 - 146+520,2025,Limpieza de Guardavías T2,ml,2025-11-05,145+155,245+180,25
km 146+500 - 146+520,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-11-05,145+200,245+230,15
km 146+500 - 146+520,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-11-23,146+320,146+522,10
km 146+500 - 146+520,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-11-23,146+320,146+522,3.2
km 146+500 - 146+520,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-12-19,143+600,146+780,180
km 146+500 - 146+520,2026,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-12-29,137+150,237+155,3.25
km 146+500 - 146+520,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-01-20,107+900,170+970,70
km 146+500 - 146+520,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-15,141+000,246+000,220
km 146+500 - 146+520,2026,Reparación de Bache Superficial T2,m2,2026-02-20,145+900,154+920,20
km 146+500 - 146+520,2026,Limpieza de carril/pista y bermas T2,m2,2026-03-16,146+520,146+620,700
km 146+500 - 146+520,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-03-17,142+067,149+158,91
km 146+500 - 146+520,2026,Limpieza de Juntas en Cunetas y Bermas,ml,2026-03-17,142+067,149+158,51.56666666666666
km 175+260 - 175+285,2018,Desbroce Manual T2,m2,2018-01-26,175+000,175+500,3000
km 175+260 - 175+285,2018,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2018-02-02,170+390,179+900,16
km 175+260 - 175+285,2018,Limpieza de carril/pista y bermas T2,m2,2018-04-06,175+220,175+300,640
km 175+260 - 175+285,2018,Limpieza de Barandas Metálicas T2,m2,2018-04-11,174+900,179+910,20
km 175+260 - 175+285,2018,Repintado de delineador T2,und,2018-04-11,175+150,175+300,12
km 175+260 - 175+285,2018,Limpieza de guardavías,ml,2018-04-13,175+210,175+280,70
km 175+260 - 175+285,2018,Desbroce Manual T2,m2,2018-05-23,175+000,176+000,3000
km 175+260 - 175+285,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-05-23,175+000,176+000,1000
km 175+260 - 175+285,2018,Limpieza de juntas de cuneta de vía,ml,2018-05-23,175+000,176+000,850
km 175+260 - 175+285,2018,Limpieza de carril/pista y bermas T2,m2,2018-07-07,109+200,198+400,30
km 175+260 - 175+285,2018,limpieza manual de juntas de cuneta de vía,ml,2018-07-08,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2018,Poda de Árboles T2,m2,2018-07-30,175+280,175+720,1560
km 175+260 - 175+285,2018,Limpieza de carril/pista y bermas T2,m2,2018-10-13,141+000,246+000,576
km 175+260 - 175+285,2018,Limpieza de carril/pista y bermas T2,m2,2018-10-14,141+000,246+000,900
km 175+260 - 175+285,2018,Limpieza manual de juntas de cuneta de vía,ml,2018-10-15,173+000,176+000,566.6666666666666
km 175+260 - 175+285,2018,Limpieza de Guardavias T2,ml,2018-10-15,173+000,176+000,20
km 175+260 - 175+285,2018,Desbroce Manual T2,m2,2018-10-15,175+000,176+000,6000
km 175+260 - 175+285,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-10-15,175+000,176+000,1000
km 175+260 - 175+285,2019,Limpieza manual de juntas de cunetas de vía,ml,2019-01-06,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2019,Remocion de Derrumbes T2,m3,2019-02-14,175+280,175+300,75
km 175+260 - 175+285,2019,#N/A,#N/A,2019-03-19,174+500,176+500,1133.3333333333333
km 175+260 - 175+285,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-03-19,174+500,176+500,2000
km 175+260 - 175+285,2019,Limpieza de Placas de Señalización Vertical T2,m2,2019-03-19,174+500,176+500,6.75
km 175+260 - 175+285,2019,Limpieza de Placas de Señalización Vertical T2,m2,2019-03-19,174+500,176+500,6.72
km 175+260 - 175+285,2019,Limpieza de Delineador T2,und,2019-03-19,174+500,176+500,28
km 175+260 - 175+285,2019,Desbroce Manual T2,m2,2019-03-19,175+000,176+000,6000
km 175+260 - 175+285,2019,Remocion de Derrumbes T2,m3,2019-03-19,76+980,770+000,300
km 175+260 - 175+285,2019,Limpieza de juntas en cunetas y berma,ml,2019-05-20,173+500,179+000,3116.6666666666665
km 175+260 - 175+285,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-08-22,116+000,1116+620,150
km 175+260 - 175+285,2019,Desbroce Manual T2,m2,2019-09-09,175+000,175+400,800
km 175+260 - 175+285,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-09-12,175+200,175+290,90
km 175+260 - 175+285,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-10-22,139+300,239+400,100
km 175+260 - 175+285,2019,Limpieza Manual / Mecanizada T2,ml,2019-11-23,175+250,175+270,20
km 175+260 - 175+285,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-12-04,114+500,214+600,100
km 175+260 - 175+285,2020,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2019-12-29,64+150,646+160,10
km 175+260 - 175+285,2020,Desbroce Manual T2,m2,2020-01-10,174+600,175+400,4800
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-01-10,174+600,175+400,800
km 175+260 - 175+285,2020,Reposición de Tachas Reflectivas T2,und,2020-01-23,42+000,434+000,27
km 175+260 - 175+285,2020,Reposición de Tachas Reflectivas T2,und,2020-01-23,42+000,434+000,26
km 175+260 - 175+285,2020,Desbroce Manual T2,m2,2020-01-24,174+600,175+400,4800
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-01-24,174+600,175+400,800
km 175+260 - 175+285,2020,Limpieza de carril/pista y bermas T2,m2,2020-02-21,126+380,196+400,20
km 175+260 - 175+285,2020,Desbroce Manual T2,m2,2020-03-05,174+900,175+500,1800
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-03-05,174+900,175+500,600
km 175+260 - 175+285,2020,Limpieza de Juntas en Cuneta y Berma,ml,2020-03-05,174+900,175+500,340
km 175+260 - 175+285,2020,Limpieza de carril/pista y bermas T2,m2,2020-03-20,175+253,175+264,39.6
km 175+260 - 175+285,2020,Desbroce Manual T2,m2,2020-04-06,175+000,175+300,900
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-04-06,175+000,175+300,300
km 175+260 - 175+285,2020,Limpieza de Juntas en Cuneta y Berma,ml,2020-04-06,175+000,175+300,170
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-04-07,173+600,184+000,400
km 175+260 - 175+285,2020,Limpieza de Juntas en Cuneta y Berma,ml,2020-04-07,173+600,184+000,226.66666666666666
km 175+260 - 175+285,2020,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2020-04-28,156+890,186+900,8
km 175+260 - 175+285,2020,Limpieza de carril/pista y bermas T2,m2,2020-05-13,160+500,180+503,10.8
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-06-16,170+500,179+650,150
km 175+260 - 175+285,2020,Limpieza de Placas de Señalización Vertical T2,m2,2020-08-10,174+000,176+000,5.625
km 175+260 - 175+285,2020,Limpieza de Placas de Señalización Vertical T2,m2,2020-08-10,174+000,176+000,7.68
km 175+260 - 175+285,2020,Limpieza de Postes de Señalización Vertical T2,und,2020-08-10,174+000,176+000,18
km 175+260 - 175+285,2020,Desbroce Manual T2,m2,2020-08-10,175+000,176+000,6000
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-08-10,175+000,176+000,1000
km 175+260 - 175+285,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-08-10,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2020,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2020-08-30,151+985,191+990,20
km 175+260 - 175+285,2020,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2020-08-31,161+920,191+930,10
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-09-21,174+519,3174+561,42
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-10-19,22+530,222+600,70
km 175+260 - 175+285,2020,Desbroce Manual T2,m2,2020-10-21,163+000,184+000,6000
km 175+260 - 175+285,2020,Limpieza de Guardavías T2,ml,2020-10-30,175+278,175+289,11
km 175+260 - 175+285,2020,Limpieza de Postes de Señalización Vertical T2,und,2020-11-02,172+007,180+744,11
km 175+260 - 175+285,2020,Desbroce Manual T2,m2,2020-11-12,175+000,176+000,6000
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-11-12,175+000,176+000,1000
km 175+260 - 175+285,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-11-12,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2020,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2020-12-18,171+900,209+000,24
km 175+260 - 175+285,2020,Remocion de Derrumbes T2,m3,2020-12-18,172+150,209+000,420
km 175+260 - 175+285,2021,Remocion de Derrumbes T2,m3,2021-01-09,172+480,176+580,30
km 175+260 - 175+285,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-02-05,155+780,175+330,70
km 175+260 - 175+285,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-02-05,175+260,175+300,40
km 175+260 - 175+285,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-02-05,175+280,175+330,50
km 175+260 - 175+285,2021,Desbroce Manual T2,m2,2021-03-03,121+500,192+000,3000
km 175+260 - 175+285,2021,Repintado de Postes de Señalización Vertical T2,m2,2021-03-08,119+000,180+000,6.24
km 175+260 - 175+285,2021,Limpieza de Postes de Señalización Vertical T2,und,2021-03-08,119+000,180+000,4
km 175+260 - 175+285,2021,Desbroce Manual T2,m2,2021-03-12,175+000,176+000,6000
km 175+260 - 175+285,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-03-12,175+000,176+000,1000
km 175+260 - 175+285,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-03-12,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-03-29,132+150,232+480,300
km 175+260 - 175+285,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-03-29,132+150,232+480,170
km 175+260 - 175+285,2021,Limpieza de postes (hitos) kilométricos T2,und,2021-04-07,140+300,231+510,1
km 175+260 - 175+285,2021,Desbroce Manual T2,m2,2021-06-24,19+600,196+900,50
km 175+260 - 175+285,2021,Limpieza de Placas de Señalización Vertical T2,m2,2021-07-14,174+400,176+000,2.25
km 175+260 - 175+285,2021,Limpieza de Placas de Señalización Vertical T2,m2,2021-07-14,174+400,176+000,3.84
km 175+260 - 175+285,2021,Desbroce Manual T2,m2,2021-07-14,175+000,176+000,6000
km 175+260 - 175+285,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-07-14,175+000,176+000,1000
km 175+260 - 175+285,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-07-14,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2021,Reposición de Tachas Reflectivas T2,und,2021-07-22,175+010,175+915,58
km 175+260 - 175+285,2021,Reposición de Tachas Reflectivas T2,und,2021-07-22,175+227,175+380,25
km 175+260 - 175+285,2021,Limpieza Residuos Sólidos / Basuras,m2,2021-09-04,149+700,199+760,10
km 175+260 - 175+285,2021,Limpieza Residuos Sólidos / Basuras,m2,2021-11-29,170+600,177+000,220
km 175+260 - 175+285,2022,Desbroce Manual T2,m2,2021-12-23,174+600,176+010,2000
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2021-12-23,174+600,176+010,1400
km 175+260 - 175+285,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2021-12-23,174+600,176+010,793.3333333333334
km 175+260 - 175+285,2022,Limpieza Residuos Sólidos / Basuras,m2,2021-12-26,111+600,214+630,30
km 175+260 - 175+285,2022,Limpieza Residuos Sólidos / Basuras,m2,2021-12-29,145+400,187+000,150
km 175+260 - 175+285,2022,Repintado de Parapetos Muros T2,m2,2022-01-05,144+167,244+180,7.8
km 175+260 - 175+285,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-02-09,21+100,214+150,15
km 175+260 - 175+285,2022,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2022-02-10,175+100,176+000,30
km 175+260 - 175+285,2022,Desbroce Manual T2,m2,2022-02-24,175+000,176+000,6000
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-02-24,175+000,176+000,1000
km 175+260 - 175+285,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-02-24,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2022,Limpieza Residuos Sólidos / Basuras,m2,2022-03-01,155+372,185+482,110
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-03-03,170+350,180+475,1125
km 175+260 - 175+285,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-04-03,175+265,175+275,10
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-06-14,103+200,203+400,100
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-06-17,173+650,178+700,50
km 175+260 - 175+285,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-06-17,173+650,178+700,28.333333333333332
km 175+260 - 175+285,2022,Limpieza de Guardavías T2,ml,2022-07-25,175+278,175+290,12
km 175+260 - 175+285,2022,Pintura Chevron Guarda Vías T2,m2,2022-08-15,175+278,175+290,3.5999999999999996
km 175+260 - 175+285,2022,Desbroce Manual T2,m2,2022-09-01,175+000,175+500,3000
km 175+260 - 175+285,2022,Repintado de delineador T2,und,2022-09-09,82+190,182+224,4
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-10-10,173+000,175+800,800
km 175+260 - 175+285,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-10-10,173+000,175+800,453.3333333333333
km 175+260 - 175+285,2022,Desbroce Manual T2,m2,2022-10-21,175+100,175+900,4800
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-10-21,175+100,175+900,800
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-12-13,172+000,182+400,400
km 175+260 - 175+285,2022,Limpieza de Guardavías T2,ml,2022-12-14,175+278,175+290,12
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-12-21,168+780,178+850,70
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2022-12-23,175+240,175+980,15
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-01-06,152+700,1528+000,100
km 175+260 - 175+285,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-01-06,152+700,1528+000,56.666666666666664
km 175+260 - 175+285,2023,Limpieza Residuos Sólidos / Basuras,m2,2023-01-24,143+160,180+180,80
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-02-24,170+572,179+400,50
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-03-01,174+047,179+875,828
km 175+260 - 175+285,2023,Limpieza de carril/pista y bermas T2,m2,2023-03-01,175+080,175+280,200
km 175+260 - 175+285,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-03-11,175+179,175+300,150
km 175+260 - 175+285,2023,Desbroce Manual T2,m2,2023-04-13,175+000,176+000,6000
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-04-13,175+000,176+000,1000
km 175+260 - 175+285,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-04-13,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2023,Limpieza de Placas de Señalización Vertical T2,m2,2023-04-13,175+000,176+000,14.0625
km 175+260 - 175+285,2023,Limpieza de Delineador T2,und,2023-04-13,175+000,176+000,4
km 175+260 - 175+285,2023,Limpieza de Delineador T2,und,2023-04-13,175+000,176+000,3
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-04-16,169+080,196+090,50
km 175+260 - 175+285,2023,Desbroce Manual T2,m2,2023-09-07,175+000,175+800,4800
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-09-07,175+200,175+800,600
km 175+260 - 175+285,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-09-07,175+200,175+800,340
km 175+260 - 175+285,2023,Limpieza de Placas de Señalización Vertical T2,m2,2023-09-15,170+470,176+470,0.96
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-10-09,175+250,175+260,120
